event_id,predicate_name,value,confidence,rationale
E006,supply_side_policy,false,0.74,政策未明确作用于供给侧
E006,capacity_policy_support,true,0.84,政策或权威事件与产能/项目建设相关
E006,event_evidence_strength,0.98,0.92,沿用事件抽取阶段的证据强度评分
E006,event_has_short_term_price_impact,0.60,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E008,has_policy_support,false,0.88,未发现政策支持载体
E008,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及风电主营业务或核心产品
E008,event_mentions_core_product,false,0.74,文本未显式提及核心产品关键词
E008,evidence_from_authoritative_source,true,0.94,来源为巨潮资讯网
E008,event_policy_binding_strength,false,0.70,未发现强约束表述
E008,source_company_announcement,true,0.94,来源类型为公司公告
E008,source_major_media,false,0.76,来源不是主流财经媒体
E008,event_scale_industry_level,false,0.72,未发现产业级表述
E008,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E008,event_mentions_export,false,0.72,未发现出口/海外表述
E008,investor_questions_increase,false,0.82,未发现投资者提问线索
E008,event_has_quantitative_target,false,0.72,未发现可量化目标
E008,announcement_contains_uncertainty,false,0.78,未发现不确定性提示
E008,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E008,demand_side_policy,false,0.74,政策未明确作用于需求侧
E008,supply_side_policy,false,0.74,政策未明确作用于供给侧
E008,capacity_policy_support,false,0.74,未发现产能政策支持线索
E008,event_evidence_strength,0.92,0.92,沿用事件抽取阶段的证据强度评分
E008,event_has_short_term_price_impact,0.71,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E009,has_policy_support,false,0.88,未发现政策支持载体
E009,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及风电主营业务或核心产品
E009,event_mentions_core_product,false,0.74,文本未显式提及核心产品关键词
E009,evidence_from_authoritative_source,true,0.94,来源为巨潮资讯网
E009,event_policy_binding_strength,false,0.70,未发现强约束表述
E009,source_company_announcement,true,0.94,来源类型为公司公告
E009,source_major_media,false,0.76,来源不是主流财经媒体
E009,event_scale_industry_level,false,0.72,未发现产业级表述
E009,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E009,event_mentions_export,false,0.72,未发现出口/海外表述
E009,investor_questions_increase,false,0.82,未发现投资者提问线索
E009,event_has_quantitative_target,false,0.72,未发现可量化目标
E009,announcement_contains_uncertainty,false,0.78,未发现不确定性提示
E009,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E009,demand_side_policy,false,0.74,政策未明确作用于需求侧
E009,supply_side_policy,false,0.74,政策未明确作用于供给侧
E009,capacity_policy_support,false,0.74,未发现产能政策支持线索
E009,event_evidence_strength,0.92,0.92,沿用事件抽取阶段的证据强度评分
E009,event_has_short_term_price_impact,0.71,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E011,has_policy_support,false,0.88,未发现政策支持载体
E011,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及光伏主营业务或核心产品
E011,event_mentions_core_product,false,0.74,文本未显式提及核心产品关键词
E011,evidence_from_authoritative_source,true,0.94,来源为巨潮资讯网
E011,event_policy_binding_strength,false,0.70,未发现强约束表述
E011,source_company_announcement,true,0.94,来源类型为公司公告
E011,source_major_media,false,0.76,来源不是主流财经媒体
E011,event_scale_industry_level,false,0.72,未发现产业级表述
E011,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E011,event_mentions_export,false,0.72,未发现出口/海外表述
E011,investor_questions_increase,false,0.82,未发现投资者提问线索
E011,event_has_quantitative_target,true,0.84,文本含可量化目标或金额
E011,announcement_contains_uncertainty,false,0.78,未发现不确定性提示
E011,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E011,demand_side_policy,false,0.74,政策未明确作用于需求侧
E011,supply_side_policy,false,0.74,政策未明确作用于供给侧
E011,capacity_policy_support,false,0.74,未发现产能政策支持线索
E011,event_evidence_strength,0.92,0.92,沿用事件抽取阶段的证据强度评分
E011,event_has_short_term_price_impact,0.27,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E012,has_policy_support,false,0.88,未发现政策支持载体
E012,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及风电主营业务或核心产品
E012,event_mentions_core_product,false,0.74,文本未显式提及核心产品关键词
E012,evidence_from_authoritative_source,true,0.94,来源为巨潮资讯网
E012,event_policy_binding_strength,false,0.70,未发现强约束表述
E012,source_company_announcement,true,0.94,来源类型为公司公告
E012,source_major_media,false,0.76,来源不是主流财经媒体
E012,event_scale_industry_level,false,0.72,未发现产业级表述
E012,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E012,event_mentions_export,false,0.72,未发现出口/海外表述
E012,investor_questions_increase,false,0.82,未发现投资者提问线索
E012,event_has_quantitative_target,false,0.72,未发现可量化目标
E012,announcement_contains_uncertainty,false,0.78,未发现不确定性提示
E012,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E012,demand_side_policy,false,0.74,政策未明确作用于需求侧
E012,supply_side_policy,false,0.74,政策未明确作用于供给侧
E012,capacity_policy_support,false,0.74,未发现产能政策支持线索
E012,event_evidence_strength,0.92,0.92,沿用事件抽取阶段的证据强度评分
E012,event_has_short_term_price_impact,0.27,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E013,has_policy_support,false,0.88,未发现政策支持载体
E013,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及风电主营业务或核心产品
E013,event_mentions_core_product,false,0.74,文本未显式提及核心产品关键词
E013,evidence_from_authoritative_source,true,0.94,来源为巨潮资讯网
E013,event_policy_binding_strength,false,0.70,未发现强约束表述
E013,source_company_announcement,true,0.94,来源类型为公司公告
E013,source_major_media,false,0.76,来源不是主流财经媒体
E013,event_scale_industry_level,false,0.72,未发现产业级表述
E013,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E013,event_mentions_export,false,0.72,未发现出口/海外表述
E013,investor_questions_increase,false,0.82,未发现投资者提问线索
E013,event_has_quantitative_target,false,0.72,未发现可量化目标
E013,announcement_contains_uncertainty,true,0.84,正文包含风险或不确定性提示
E013,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E013,demand_side_policy,false,0.74,政策未明确作用于需求侧
E013,supply_side_policy,false,0.74,政策未明确作用于供给侧
E013,capacity_policy_support,false,0.74,未发现产能政策支持线索
E013,event_evidence_strength,0.92,0.92,沿用事件抽取阶段的证据强度评分
E013,event_has_short_term_price_impact,0.71,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E014,has_policy_support,false,0.88,未发现政策支持载体
E014,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及光伏主营业务或核心产品
E014,event_mentions_core_product,false,0.74,文本未显式提及核心产品关键词
E014,evidence_from_authoritative_source,true,0.94,来源为巨潮资讯网
E014,event_policy_binding_strength,false,0.70,未发现强约束表述
E014,source_company_announcement,true,0.94,来源类型为公司公告
E014,source_major_media,false,0.76,来源不是主流财经媒体
E014,event_scale_industry_level,false,0.72,未发现产业级表述
E014,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E014,event_mentions_export,false,0.72,未发现出口/海外表述
E014,investor_questions_increase,false,0.82,未发现投资者提问线索
E014,event_has_quantitative_target,true,0.84,文本含可量化目标或金额
E014,announcement_contains_uncertainty,false,0.78,未发现不确定性提示
E014,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E014,demand_side_policy,false,0.74,政策未明确作用于需求侧
E014,supply_side_policy,false,0.74,政策未明确作用于供给侧
E014,capacity_policy_support,false,0.74,未发现产能政策支持线索
E014,event_evidence_strength,0.98,0.92,沿用事件抽取阶段的证据强度评分
E014,event_has_short_term_price_impact,0.27,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E015,has_policy_support,false,0.88,未发现政策支持载体
E015,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及储能主营业务或核心产品
E015,event_mentions_core_product,false,0.74,文本未显式提及核心产品关键词
E015,evidence_from_authoritative_source,true,0.94,来源为巨潮资讯网
E015,event_policy_binding_strength,false,0.70,未发现强约束表述
E015,source_company_announcement,true,0.94,来源类型为公司公告
E015,source_major_media,false,0.76,来源不是主流财经媒体
E015,event_scale_industry_level,false,0.72,未发现产业级表述
E015,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E015,event_mentions_export,false,0.72,未发现出口/海外表述
E015,investor_questions_increase,false,0.82,未发现投资者提问线索
E015,event_has_quantitative_target,true,0.84,文本含可量化目标或金额
E015,announcement_contains_uncertainty,false,0.78,未发现不确定性提示
E015,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E015,demand_side_policy,false,0.74,政策未明确作用于需求侧
E015,supply_side_policy,false,0.74,政策未明确作用于供给侧
E015,capacity_policy_support,false,0.74,未发现产能政策支持线索
E015,event_evidence_strength,0.92,0.92,沿用事件抽取阶段的证据强度评分
E015,event_has_short_term_price_impact,0.27,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E035,has_policy_support,false,0.88,未发现政策支持载体
E035,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及光伏主营业务或核心产品
E035,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
E035,evidence_from_authoritative_source,false,0.72,来源为新浪财经
E035,event_policy_binding_strength,false,0.70,未发现强约束表述
E035,source_company_announcement,false,0.78,来源不是公司公告
E035,source_major_media,false,0.76,来源不是主流财经媒体
E035,event_scale_industry_level,false,0.72,未发现产业级表述
E035,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E035,event_mentions_export,false,0.72,未发现出口/海外表述
E035,investor_questions_increase,false,0.82,未发现投资者提问线索
E035,event_has_quantitative_target,true,0.84,文本含可量化目标或金额
E035,announcement_contains_uncertainty,false,0.78,未发现不确定性提示
E035,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E035,demand_side_policy,false,0.74,政策未明确作用于需求侧
E035,supply_side_policy,false,0.74,政策未明确作用于供给侧
E035,capacity_policy_support,false,0.74,未发现产能政策支持线索
E035,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
E035,event_has_short_term_price_impact,0.29,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E036,has_policy_support,false,0.88,未发现政策支持载体
E036,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及光伏主营业务或核心产品
E036,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
E036,evidence_from_authoritative_source,false,0.72,来源为新浪财经
E036,event_policy_binding_strength,false,0.70,未发现强约束表述
E036,source_company_announcement,false,0.78,来源不是公司公告
E036,source_major_media,false,0.76,来源不是主流财经媒体
E036,event_scale_industry_level,false,0.72,未发现产业级表述
E036,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E036,event_mentions_export,false,0.72,未发现出口/海外表述
E036,investor_questions_increase,false,0.82,未发现投资者提问线索
E036,event_has_quantitative_target,true,0.84,文本含可量化目标或金额
E036,announcement_contains_uncertainty,false,0.78,未发现不确定性提示
E036,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E036,demand_side_policy,false,0.74,政策未明确作用于需求侧
E036,supply_side_policy,false,0.74,政策未明确作用于供给侧
E036,capacity_policy_support,false,0.74,未发现产能政策支持线索
E036,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
E036,event_has_short_term_price_impact,0.29,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E037,has_policy_support,false,0.88,未发现政策支持载体
E037,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及光伏主营业务或核心产品
E037,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
E037,evidence_from_authoritative_source,false,0.72,来源为新浪财经
E037,event_policy_binding_strength,false,0.70,未发现强约束表述
E037,source_company_announcement,false,0.78,来源不是公司公告
E037,source_major_media,false,0.76,来源不是主流财经媒体
E037,event_scale_industry_level,false,0.72,未发现产业级表述
E037,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E037,event_mentions_export,false,0.72,未发现出口/海外表述
E037,investor_questions_increase,false,0.82,未发现投资者提问线索
E037,event_has_quantitative_target,true,0.84,文本含可量化目标或金额
E037,announcement_contains_uncertainty,false,0.78,未发现不确定性提示
E037,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E037,demand_side_policy,false,0.74,政策未明确作用于需求侧
E037,supply_side_policy,false,0.74,政策未明确作用于供给侧
E037,capacity_policy_support,false,0.74,未发现产能政策支持线索
E037,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
E037,event_has_short_term_price_impact,0.29,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E038,has_policy_support,false,0.88,未发现政策支持载体
E038,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及光伏主营业务或核心产品
E038,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
E038,evidence_from_authoritative_source,false,0.72,来源为新浪财经
E038,event_policy_binding_strength,false,0.70,未发现强约束表述
E038,source_company_announcement,false,0.78,来源不是公司公告
E038,source_major_media,false,0.76,来源不是主流财经媒体
E038,event_scale_industry_level,false,0.72,未发现产业级表述
E038,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E038,event_mentions_export,false,0.72,未发现出口/海外表述
E038,investor_questions_increase,false,0.82,未发现投资者提问线索
E038,event_has_quantitative_target,true,0.84,文本含可量化目标或金额
E038,announcement_contains_uncertainty,false,0.78,未发现不确定性提示
E038,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E038,demand_side_policy,false,0.74,政策未明确作用于需求侧
E038,supply_side_policy,false,0.74,政策未明确作用于供给侧
E038,capacity_policy_support,false,0.74,未发现产能政策支持线索
E038,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
E038,event_has_short_term_price_impact,0.29,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E039,has_policy_support,false,0.88,未发现政策支持载体
E039,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及光伏主营业务或核心产品
E039,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
E039,evidence_from_authoritative_source,false,0.72,来源为新浪财经
E039,event_policy_binding_strength,false,0.70,未发现强约束表述
E039,source_company_announcement,false,0.78,来源不是公司公告
E039,source_major_media,false,0.76,来源不是主流财经媒体
E039,event_scale_industry_level,false,0.72,未发现产业级表述
E039,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E039,event_mentions_export,false,0.72,未发现出口/海外表述
E039,investor_questions_increase,false,0.82,未发现投资者提问线索
E039,event_has_quantitative_target,true,0.84,文本含可量化目标或金额
E039,announcement_contains_uncertainty,false,0.78,未发现不确定性提示
E039,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E039,demand_side_policy,false,0.74,政策未明确作用于需求侧
E039,supply_side_policy,false,0.74,政策未明确作用于供给侧
E039,capacity_policy_support,false,0.74,未发现产能政策支持线索
E039,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
E039,event_has_short_term_price_impact,0.29,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E040,has_policy_support,false,0.88,未发现政策支持载体
E040,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及光伏主营业务或核心产品
E040,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
E040,evidence_from_authoritative_source,false,0.72,来源为新浪财经
E040,event_policy_binding_strength,false,0.70,未发现强约束表述
E040,source_company_announcement,false,0.78,来源不是公司公告
E040,source_major_media,false,0.76,来源不是主流财经媒体
E040,event_scale_industry_level,false,0.72,未发现产业级表述
E040,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E040,event_mentions_export,false,0.72,未发现出口/海外表述
E040,investor_questions_increase,false,0.82,未发现投资者提问线索
E040,event_has_quantitative_target,true,0.84,文本含可量化目标或金额
E040,announcement_contains_uncertainty,false,0.78,未发现不确定性提示
E040,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E040,demand_side_policy,false,0.74,政策未明确作用于需求侧
E040,supply_side_policy,false,0.74,政策未明确作用于供给侧
E040,capacity_policy_support,false,0.74,未发现产能政策支持线索
E040,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
E040,event_has_short_term_price_impact,0.29,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E041,has_policy_support,false,0.88,未发现政策支持载体
E041,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及光伏主营业务或核心产品
E041,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
E041,evidence_from_authoritative_source,false,0.72,来源为世纪新能源网
E041,event_policy_binding_strength,true,0.82,政策含强制/必须/不得等强约束表述
E041,source_company_announcement,false,0.78,来源不是公司公告
E041,source_major_media,false,0.76,来源不是主流财经媒体
E041,event_scale_industry_level,true,0.84,文本涉及行业/产业/产业链级范围
E041,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E041,event_mentions_export,false,0.72,未发现出口/海外表述
E041,investor_questions_increase,false,0.82,未发现投资者提问线索
E041,event_has_quantitative_target,true,0.84,文本含可量化目标或金额
E041,announcement_contains_uncertainty,true,0.84,正文包含风险或不确定性提示
E041,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E041,demand_side_policy,false,0.74,政策未明确作用于需求侧
E041,supply_side_policy,false,0.74,政策未明确作用于供给侧
E041,capacity_policy_support,false,0.74,未发现产能政策支持线索
E041,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
E041,event_has_short_term_price_impact,0.29,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E042,has_policy_support,false,0.88,未发现政策支持载体
E042,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及光伏主营业务或核心产品
E042,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
E042,evidence_from_authoritative_source,false,0.72,来源为世纪新能源网
E042,event_policy_binding_strength,true,0.82,政策含强制/必须/不得等强约束表述
E042,source_company_announcement,false,0.78,来源不是公司公告
E042,source_major_media,false,0.76,来源不是主流财经媒体
E042,event_scale_industry_level,true,0.84,文本涉及行业/产业/产业链级范围
E042,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E042,event_mentions_export,false,0.72,未发现出口/海外表述
E042,investor_questions_increase,false,0.82,未发现投资者提问线索
E042,event_has_quantitative_target,true,0.84,文本含可量化目标或金额
E042,announcement_contains_uncertainty,true,0.84,正文包含风险或不确定性提示
E042,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E042,demand_side_policy,false,0.74,政策未明确作用于需求侧
E042,supply_side_policy,false,0.74,政策未明确作用于供给侧
E042,capacity_policy_support,false,0.74,未发现产能政策支持线索
E042,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
E042,event_has_short_term_price_impact,0.29,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E043,has_policy_support,false,0.88,未发现政策支持载体
E043,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及光伏主营业务或核心产品
E043,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
E043,evidence_from_authoritative_source,false,0.72,来源为世纪新能源网
E043,event_policy_binding_strength,true,0.82,政策含强制/必须/不得等强约束表述
E043,source_company_announcement,false,0.78,来源不是公司公告
E043,source_major_media,false,0.76,来源不是主流财经媒体
E043,event_scale_industry_level,true,0.84,文本涉及行业/产业/产业链级范围
E043,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E043,event_mentions_export,false,0.72,未发现出口/海外表述
E043,investor_questions_increase,false,0.82,未发现投资者提问线索
E043,event_has_quantitative_target,true,0.84,文本含可量化目标或金额
E043,announcement_contains_uncertainty,true,0.84,正文包含风险或不确定性提示
E043,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E043,demand_side_policy,false,0.74,政策未明确作用于需求侧
E043,supply_side_policy,false,0.74,政策未明确作用于供给侧
E043,capacity_policy_support,false,0.74,未发现产能政策支持线索
E043,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
E043,event_has_short_term_price_impact,0.29,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E044,has_policy_support,false,0.88,未发现政策支持载体
E044,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及光伏主营业务或核心产品
E044,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
E044,evidence_from_authoritative_source,false,0.72,来源为世纪新能源网
E044,event_policy_binding_strength,true,0.82,政策含强制/必须/不得等强约束表述
E044,source_company_announcement,false,0.78,来源不是公司公告
E044,source_major_media,false,0.76,来源不是主流财经媒体
E044,event_scale_industry_level,true,0.84,文本涉及行业/产业/产业链级范围
E044,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E044,event_mentions_export,false,0.72,未发现出口/海外表述
E044,investor_questions_increase,false,0.82,未发现投资者提问线索
E044,event_has_quantitative_target,true,0.84,文本含可量化目标或金额
E044,announcement_contains_uncertainty,true,0.84,正文包含风险或不确定性提示
E044,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E044,demand_side_policy,false,0.74,政策未明确作用于需求侧
E044,supply_side_policy,false,0.74,政策未明确作用于供给侧
E044,capacity_policy_support,false,0.74,未发现产能政策支持线索
E044,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
E044,event_has_short_term_price_impact,0.29,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E045,has_policy_support,false,0.88,未发现政策支持载体
E045,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及光伏主营业务或核心产品
E045,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
E045,evidence_from_authoritative_source,false,0.72,来源为世纪新能源网
E045,event_policy_binding_strength,true,0.82,政策含强制/必须/不得等强约束表述
E045,source_company_announcement,false,0.78,来源不是公司公告
E045,source_major_media,false,0.76,来源不是主流财经媒体
E045,event_scale_industry_level,true,0.84,文本涉及行业/产业/产业链级范围
E045,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E045,event_mentions_export,false,0.72,未发现出口/海外表述
E045,investor_questions_increase,false,0.82,未发现投资者提问线索
E045,event_has_quantitative_target,true,0.84,文本含可量化目标或金额
E045,announcement_contains_uncertainty,true,0.84,正文包含风险或不确定性提示
E045,risk_or_uncertainty_disclosure,true,0.86,事件属于风险披露、问询、业绩异常或供应链扰动
E045,demand_side_policy,false,0.74,政策未明确作用于需求侧
E045,supply_side_policy,false,0.74,政策未明确作用于供给侧
E045,capacity_policy_support,false,0.74,未发现产能政策支持线索
E045,event_evidence_strength,0.84,0.92,沿用事件抽取阶段的证据强度评分
E045,event_has_short_term_price_impact,0.29,0.70,基于 Discovery 同类事件绝对行业超额收益的 Beta 后验概率
E046,has_policy_support,false,0.88,未发现政策支持载体
E046,policy_directly_related_to_business,false,0.78,政策原文证据未明确涉及光伏主营业务或核心产品
E046,event_mentions_core_product,true,0.88,文本提及核心产品/业务关键词
E046,evidence_from_authoritative_source,false,0.72,来源为世纪新能源网
E046,event_policy_binding_strength,true,0.82,政策含强制/必须/不得等强约束表述
E046,source_company_announcement,false,0.78,来源不是公司公告
E046,source_major_media,false,0.76,来源不是主流财经媒体
E046,event_scale_industry_level,true,0.84,文本涉及行业/产业/产业链级范围
E046,policy_attention_followup,false,0.70,未发现政策后续关注扩散线索
E046,event_mentions_export,false,0.72,未发现出口/海外表述
E046,investor_questions_increase,false,0.82,未发现投资者提问线索
E046,event_has_quantitative_target,true,0.84,文本含可量化目标或金额
E046,announcement_contains_uncertainty,true,0.84,正文包含风险或不确定性提示
