doc_id,publish_time,direction_label,direction_score,zero_shot_score,confidence,horizon_days,activated_rules,predicate_consensus,evidence_text,inference_mode,model,request_id
GFEX-WR-20240325,2024-03-25,neutral,0.0,0.0,0.8,5,[],"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""仓单减少901手""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""广州期货交易所""},{""name"":""quantitative_evidence"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.8,""evidence_text"":""13101手""},{""name"":""uncertainty_high"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.8,""evidence_text"":""减少901手""}]",仓单减少901手,rulebook_inactive,Qwen/Qwen2.5-0.5B-Instruct,local-b55ae209f59b5ddc
GFEX-WR-20240328,2024-03-28,neutral,0.0,0.0,0.9,5,[],"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.9,""evidence_text"":""仓单减少1311手""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.9,""evidence_text"":""广州期货交易所""},{""name"":""quantitative_evidence"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.9,""evidence_text"":""12980手""},{""name"":""uncertainty_high"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.9,""evidence_text"":""减少""}]",仓单减少1311手,rulebook_inactive,Qwen/Qwen2.5-0.5B-Instruct,local-fac74c1b901510fb
GFEX-WR-20240329,2024-03-29,neutral,0.0,0.0,0.9,5,[],"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.9,""evidence_text"":""仓单减少12980手""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.9,""evidence_text"":""广州期货交易所""},{""name"":""quantitative_evidence"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.9,""evidence_text"":""12980手""},{""name"":""uncertainty_high"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""}]",仓单减少12980手,rulebook_inactive,Qwen/Qwen2.5-0.5B-Instruct,local-3db264a30c82dbfa
GFEX-WR-20240401,2024-04-01,neutral,0.0,0.0,0.9,5,[],"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.9,""evidence_text"":""仓单增加9995手""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.9,""evidence_text"":""广期所""},{""name"":""quantitative_evidence"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.9,""evidence_text"":""9995手""},{""name"":""uncertainty_high"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""}]",仓单增加9995手,rulebook_inactive,Qwen/Qwen2.5-0.5B-Instruct,local-2e19a1ee1437302f
GFEX-WR-20240402,2024-04-02,neutral,0.0,0.0,1.0,5,[],"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":1.0,""evidence_text"":""仓单增加1447手""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":1.0,""evidence_text"":""广期所""},{""name"":""quantitative_evidence"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":1.0,""evidence_text"":""1447手""},{""name"":""uncertainty_high"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""}]",仓单增加1447手,rulebook_inactive,Qwen/Qwen2.5-0.5B-Instruct,local-6520270c6fd1d55f
LC-TEXT-0007,2024-04-02,neutral,0.0,0.0,0.8,5,[],"[{""name"":""supply_disruption"",""deterministic_value"":true,""ai_value"":false,""status"":""disputed"",""confidence"":0.8,""evidence_text"":""事故""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""国家能源局""},{""name"":""quantitative_evidence"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""uncertainty_high"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""}]",无,rulebook_inactive,Qwen/Qwen2.5-0.5B-Instruct,local-899bc3eb98e4744e
GFEX-WR-20240403,2024-04-03,neutral,0.0,0.0,1.0,5,[],"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":1.0,""evidence_text"":""仓单增加1260手""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":1.0,""evidence_text"":""广期所""},{""name"":""quantitative_evidence"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":1.0,""evidence_text"":""1260手""},{""name"":""uncertainty_high"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":1.0,""evidence_text"":""""}]",仓单增加1260手,rulebook_inactive,Qwen/Qwen2.5-0.5B-Instruct,local-79acc9a5b52803ec
GFEX-WR-20240408,2024-04-08,neutral,0.0,0.0,0.8,5,[],"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""仓单增加990手""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.8,""evidence_text"":""广期所""},{""name"":""quantitative_evidence"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.8,""evidence_text"":""990手""},{""name"":""uncertainty_high"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.8,""evidence_text"":""""}]",仓单增加990手,rulebook_inactive,Qwen/Qwen2.5-0.5B-Instruct,local-5bb5345366330a40
GFEX-WR-20240409,2024-04-09,neutral,0.0,0.0,0.9,5,[],"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.9,""evidence_text"":""仓单增加1540手""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.9,""evidence_text"":""广期所""},{""name"":""quantitative_evidence"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.9,""evidence_text"":""1540手""},{""name"":""uncertainty_high"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""}]",仓单增加1540手,rulebook_inactive,Qwen/Qwen2.5-0.5B-Instruct,local-d1f33ae6b3367fe3
GFEX-WR-20240411,2024-04-11,neutral,0.0,0.0,0.9,5,[],"[{""name"":""supply_disruption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""supply_expansion"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""production_resumption"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""demand_ev_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""demand_storage_positive"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""demand_weak_or_price_war"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""inventory_drawdown"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""inventory_build"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""warehouse_receipt_decline"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""warehouse_receipt_increase"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.9,""evidence_text"":""仓单增加1052手""},{""name"":""policy_demand_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""import_supply_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""cost_support"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""delivery_pressure"",""deterministic_value"":false,""ai_value"":false,""status"":""agreed_false"",""confidence"":0.9,""evidence_text"":""""},{""name"":""authoritative_source"",""deterministic_value"":true,""ai_value"":true,""status"":""agreed_true"",""confidence"":0.9,""evidence_text"":""广期所""},{""name"":""quantitative_evidence"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.9,""evidence_text"":""16830手""},{""name"":""uncertainty_high"",""deterministic_value"":false,""ai_value"":true,""status"":""disputed"",""confidence"":0.9,""evidence_text"":""增加1052手""}]",仓单增加1052手,rulebook_inactive,Qwen/Qwen2.5-0.5B-Instruct,local-30dd55b5fd7e4dd2
