doc_id,publish_time,status,error,annotation_input_sha256,prompt_version,annotated_at
CNINFO-000762-1218020027,2023-10-13,accepted,,a26fb5017011afc9cc9f4a8938d939f72f3c49838e2700304aee0709d2af5cc8,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:01+08:00
CNINFO-000792-1218031533,2023-10-14,accepted,authoritative_source:true_shorthand_anchored,c75fe78d6fdfe9bbe4d08548ea2ef49547d99906be0f2a744ed7f8b45bfe0843,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:28:59+08:00
CNINFO-002460-1218047768,2023-10-17,accepted,authoritative_source:true_shorthand_anchored;uncertainty_high:true_shorthand_anchored,ec3a3b89f0bc784b5fdf79b196275e89c2c15dade9b3b47a28a668cb55926895,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:28:59+08:00
LC-TEXT-0003,2023-10-18,accepted,,d392251d6420ce0bac25ed4ab44afbce67ed87c0ea3db7da8c07b0e8ff0aa562,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:00+08:00
CNINFO-002594-1218232006,2023-11-02,accepted,demand_ev_positive:true_shorthand_anchored;demand_storage_positive:unverifiable_true_demoted;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,36a97f17e61ca991ef51a71f1dbcf7efb01f860d8971a263a04ef02f094f9764,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:02+08:00
CNINFO-000408-1218269063,2023-11-07,accepted,,d11a0beeda23f3d29dbc43a3bed99753e8a2b2594eae099f2ad56c7a02e5198f,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:02+08:00
CNINFO-000408-1218292119,2023-11-10,accepted,,d1f6418c17d67ee76c447b876b8cbdafdc6c1ed07f2506494ff17a0ec159cc6e,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:02+08:00
CNINFO-002738-1218293311,2023-11-10,accepted,supply_expansion:unverifiable_quote_demoted,0a7256bc0f14b3f4741829e3046db88bf099b6876e528e2819c0b507a29dd043,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:03+08:00
LC-TEXT-0004,2023-11-15,accepted,,0175a48776b562ccc84663f04107bec4d3b5ad6e7fdf6bb6240f93666fcb3aac,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:01+08:00
CNINFO-002738-1218362142,2023-11-17,accepted,supply_expansion:true_shorthand_anchored;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,8d6330705ede43b59b2e304b8f282b020262c1e79159f8fd85d58d9344524f71,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:03+08:00
CNINFO-002738-1218369754,2023-11-18,accepted,,d9f8de2a9ed7acb7f10d391c92e58e632e6263ffabfe35fb1b6884106c0cb3e6,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:03+08:00
CNINFO-000762-1218378825,2023-11-21,accepted,,fce6c97605934371d73d795eb7f0ad73402bd38807a9ce35c188a2ff9820a462,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:03+08:00
CNINFO-000762-1218382501,2023-11-21,accepted,,bf807efa74837d4dc163774e1d89996ebe274c19b0238ef3e037571656bd5773,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:03+08:00
CNINFO-002466-1218455746,2023-11-28,accepted,,f67f45039c3ff27ecadb8828a2ad2046e9bb3f2b4babdd68e6ff5f3ae8740a46,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:03+08:00
CNINFO-002497-1218483826,2023-12-01,accepted,authoritative_source:true_shorthand_anchored;quantitative_evidence:unverifiable_true_demoted,0c43354a66c9998ff2a99d62e76cf8967ffcafb71fa826c07a51517a5341e04f,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:03+08:00
CNINFO-002594-1218498293,2023-12-02,accepted,demand_ev_positive:true_shorthand_anchored;demand_storage_positive:unverifiable_true_demoted;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,9be5231216962374eeb64febec4b3657d90c5f448a26f07022222d28b3b596c9,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:03+08:00
CNINFO-300390-1218562450,2023-12-08,accepted,,b8fe39ec990589fc8e00051f659ebb4cb0ee5faf8770329c003d5bcf3a0444e5,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:05+08:00
CNINFO-002240-1218593292,2023-12-13,accepted,,c8d8c5091476dec4caec53f16cb51b7778211a8fad9d71216e11566392853f3d,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:04+08:00
LC-TEXT-0005,2023-12-15,accepted,,dbf4532fd8cc21114d9727c84665381c370f6f0aa1ddfa81a8ec9ea3e1d9d7ca,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:05+08:00
CNINFO-002240-1218645646,2023-12-18,accepted,authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,0be9eba66585f4bb74528e6f91d00cfa72d042276c4a7177441ea4dda9caf9a0,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:04+08:00
CNINFO-000762-1218653636,2023-12-19,accepted,,820f2ebd0f8259295be0757c0a554031e2e4a87ec005e605c5ff3e64f7b6fd93,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:05+08:00
GFEX-WR-20231222,2023-12-22,accepted,warehouse_receipt_increase:true_shorthand_anchored;delivery_pressure:unverifiable_true_demoted;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,e451bafd617552e5e5b889512844c9459d667acceb4053bed520f0d29de17720,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:05+08:00
CNINFO-002466-1218706313,2023-12-23,accepted,supply_expansion:quote_replaced_by_rule_anchor,196acd9de4db653493c2e5bde1ec91473f136408c8fcb9e2fc0529bae83f1be8,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:06+08:00
GFEX-WR-20231229,2023-12-29,accepted,,d8169e10332254284aa27c5e5324f5af6ac446fd58b294f559310103a8817f41,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:06+08:00
CNINFO-002594-1218785061,2024-01-02,accepted,demand_ev_positive:true_shorthand_anchored;demand_storage_positive:unverifiable_true_demoted;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored;uncertainty_high:unverifiable_true_demoted,f18113ca901628ea83245b112369d7ce4e4164fb67d623c3852e81ba5ae928c9,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:06+08:00
GFEX-WR-20240105,2024-01-05,accepted,warehouse_receipt_increase:true_shorthand_anchored;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,42bde7031c35a4fc7a4eba0eceee4d79c2401b357034382680588903918baa13,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:05+08:00
CNINFO-002497-1218858098,2024-01-12,accepted,authoritative_source:true_shorthand_anchored;uncertainty_high:true_shorthand_anchored,8b7279262c698940a32464fcb2e8ae9fecfce5a6ca3ed470f739e38b6c773a32,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:06+08:00
GFEX-WR-20240112,2024-01-12,accepted,warehouse_receipt_increase:true_shorthand_anchored;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,bee25e3b589daa85cbd79ed76f7538bfaab7760c698f3ade6cabe72f65649e95,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:05+08:00
CNINFO-002460-1218933296,2024-01-18,accepted,supply_expansion:unverifiable_true_demoted;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored;uncertainty_high:true_shorthand_anchored,5ce7d55cb4d9861a7652a547b221c89d51a3a76c70b06c0320c087a7a6b958df,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:06+08:00
CNINFO-002460-1218944991,2024-01-19,accepted,authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored;uncertainty_high:true_shorthand_anchored,6b038a143509438b81452eae49a3d9e1f0407c82667ee3a74cb2beb4d5964840,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:06+08:00
CNINFO-000762-1219011817,2024-01-27,accepted,,d9b32d2914d87c01c4cae5a9119232270f92ab40e2ff80c6d6111e8dc7abb5a9,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:08+08:00
CNINFO-000792-1219011301,2024-01-27,accepted,,978ad23c07ddbe0a1a857a3ba98f8e16ea22717d83d598663a0d278859fc6c09,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:07+08:00
CNINFO-002176-1219042708,2024-01-31,accepted,import_supply_pressure:unverifiable_quote_demoted,fb0f4d2a4808f8e8df381069c29fd36e70196b8ae07d17f91f177842858d8458,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:08+08:00
CNINFO-002240-1219042589,2024-01-31,accepted,demand_weak_or_price_war:unverifiable_true_demoted;cost_support:unverifiable_true_demoted;authoritative_source:true_shorthand_anchored,67c1092f1602d74de100b7f54e71b3fe009b1630643b101ba7377e9b926cee2e,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:06+08:00
CNINFO-002460-1219044219,2024-01-31,accepted,,a40536458a599ddfeb8da0bdb6d67a94f2f0dfab6cce2f7af0d5beace402b743,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:08+08:00
CNINFO-002497-1219043653,2024-01-31,accepted,,cf6f47c987f1e72225d3fb994d7ef5000353c9ab3fbe50aab0f43e5428c2e1cf,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:08+08:00
CNINFO-300390-1219053089,2024-01-31,accepted,demand_weak_or_price_war:unverifiable_quote_demoted,f4f30b10b32aaf83e60afe623c65805211f7b8adf9efaa9101423d1b17fdc151,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:08+08:00
CNINFO-002594-1219066887,2024-02-02,accepted,quantitative_evidence:quote_replaced_by_rule_anchor,0801882873b51497ef2fda95b6a5e0bb80c4c5137849a860d987a7c12c873eca,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:09+08:00
CNINFO-002460-1219099255,2024-02-06,accepted,authoritative_source:true_shorthand_anchored;quantitative_evidence:unverifiable_true_demoted,1177d1a8b617010958b515274f9b09532a6613c0d3fe47d3ddd921deed96dd75,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:08+08:00
GFEX-WR-20240207,2024-02-07,accepted,warehouse_receipt_increase:true_shorthand_anchored;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,2233213857dddf472a0a35fc5d946b1fee92900b1cd03589654dd5768fcab801,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:08+08:00
CNINFO-002240-1219122892,2024-02-08,accepted,supply_expansion:unverifiable_quote_demoted,0e1b824489e558e3406780b3c87b1fcfcf9d458768a2c23c974fb5321661e562,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:09+08:00
LC-TEXT-0006,2024-02-20,accepted,demand_ev_positive:unverifiable_true_demoted;demand_weak_or_price_war:unverifiable_true_demoted;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored;uncertainty_high:unverifiable_true_demoted,ad76775b1e33d8c64381c0d1c12905362cd4eef0c98289cfebd1c0b66826ad13,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:10+08:00
CNINFO-002466-1219143415,2024-02-21,accepted,,6f33538d840fbf75ca185f6b413925910f39fe02aaa5a99f18230d44e0e0adbb,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:10+08:00
CNINFO-002594-1219219983,2024-03-02,accepted,demand_weak_or_price_war:unverifiable_quote_demoted,8f4f369feef8c106c8f1c019e48a76c82a1c552c8cc32d470b2f452e00d1bffb,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:10+08:00
CNINFO-002176-1219230277,2024-03-05,accepted,authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored;uncertainty_high:true_shorthand_anchored,a0f68997924e847754e3d24281f7185c91436679f7875507557749ae18544ce4,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:09+08:00
CNINFO-002460-1219242382,2024-03-06,accepted,,f2b70344aa11b01f439f1e994744b2c83335b1640a4cd8b686b5972ad9f850e3,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:11+08:00
GFEX-WR-20240306,2024-03-06,accepted,inventory_drawdown:unverifiable_true_demoted;warehouse_receipt_decline:true_shorthand_anchored;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,18c0adcd29eb93938a8ad97c38c9139702fb94f0a687b865905fcba924083881,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:10+08:00
CNINFO-002497-1219296584,2024-03-13,accepted,,afbe9a4c6b750dc81017c029a62cf19f30b1386b8bb08ad988fc79919a68df41,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:11+08:00
CNINFO-002497-1219301007,2024-03-14,accepted,authoritative_source:true_shorthand_anchored;quantitative_evidence:unverifiable_true_demoted;uncertainty_high:true_shorthand_anchored,472982ab5fb59d438ca1199518a18db9b6cc57564f0fffeee77eac2c0e886aec,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:10+08:00
CNINFO-300390-1219330639,2024-03-18,accepted,authoritative_source:true_shorthand_anchored;quantitative_evidence:unverifiable_true_demoted,55be150fb617b4e6c5f323871e682d873e88ba1f42000b640ff860474513187d,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:10+08:00
CNINFO-002466-1219347936,2024-03-20,accepted,authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored;uncertainty_high:true_shorthand_anchored,d3e2afd8cf8399b21d5bcdc7ce5046d638783518c6cc9e55a057893e8eaecaa0,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:12+08:00
GFEX-WR-20240325,2024-03-25,accepted,,540017573b9c82d2742f98b554ce7f9989f09ba3d66cf46a79d80573b43d491d,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:12+08:00
CNINFO-002460-1219401841,2024-03-26,accepted,supply_expansion:unverifiable_true_demoted;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored;uncertainty_high:true_shorthand_anchored,fee181376ff2160dd57fa719e61348a1eb95d60ac00826f65aa23b31825360e1,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:12+08:00
CNINFO-002240-1219425393,2024-03-28,accepted,,243723a2b5e1f2f11fc086bfee6c30814e2ef931de8a6062aba9ed3c7ea2171a,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:12+08:00
CNINFO-002466-1219430718,2024-03-28,accepted,authoritative_source:true_shorthand_anchored;quantitative_evidence:unverifiable_true_demoted,916dbb3fe289066f07f20c74bac2d11ee632de58120cf7155ffb3b14560d0a4b,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:11+08:00
GFEX-WR-20240328,2024-03-28,accepted,,01a6489b65c33c6bb1d27b295ac07a35d1f28b3ad3af1a13e6c0f1b05f4d9f24,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:12+08:00
GFEX-WR-20240329,2024-03-29,accepted,warehouse_receipt_decline:true_shorthand_anchored;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,5247c3fa7b25daf314052822bc525423e0e71b6ef345e32a70809a699c9f389c,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:11+08:00
GFEX-WR-20240401,2024-04-01,accepted,inventory_build:unverifiable_true_demoted;warehouse_receipt_increase:true_shorthand_anchored;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,b5046255d29e64e7a290667b98fe1450b254cd2f2f78151e5a98c6085be1763d,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:12+08:00
CNINFO-002594-1219491915,2024-04-02,accepted,demand_ev_positive:true_shorthand_anchored;demand_storage_positive:unverifiable_true_demoted;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,629fd113c300ae531a5951606ad3e65b3193dee411f49704ab1f35260fa60a42,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:17+08:00
CNINFO-002738-1219491527,2024-04-02,accepted,,f59ac15c1d25299e54d8605ff4c5b5d65a81fbc897880cc7314c73eb2821a9ed,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:13+08:00
GFEX-WR-20240402,2024-04-02,accepted,warehouse_receipt_increase:true_shorthand_anchored;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,d7c69179427697a2e3f4db0ebeffb2ed80c75c94b2354b4aac1030d39a335a0b,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:12+08:00
LC-TEXT-0007,2024-04-02,accepted,,03c2ada44997b713982094ea9289845f31774d33bf2e099b15a01b6bdc9a443f,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:13+08:00
GFEX-WR-20240403,2024-04-03,accepted,warehouse_receipt_increase:true_shorthand_anchored;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,24755427343dcb261342656782d80360b3b77d0ee098d8952255c8260b3c48d1,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:14+08:00
GFEX-WR-20240408,2024-04-08,accepted,warehouse_receipt_increase:true_shorthand_anchored;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,941d24ba80801704b2e7b2b2d889539c981047eb3fe1b19b9d1a4c4b4ec73e37,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:13+08:00
GFEX-WR-20240409,2024-04-09,accepted,warehouse_receipt_increase:true_shorthand_anchored;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,3d00366e0b0f408b3298e3bff9c00ea7e5552c0288b4fbbc2fdf624fba21bc41,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:13+08:00
GFEX-WR-20240411,2024-04-11,accepted,,2513d297eda9c7b793cf471de725441abdf44105540d3eb14b22913b7260e7c1,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:14+08:00
GFEX-WR-20240416,2024-04-16,accepted,warehouse_receipt_increase:true_shorthand_anchored;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,ec226504d79d80a22a00a0991466576aa8ea260e2b0bc15353abf20ad7f82d14,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:14+08:00
CNINFO-002466-1219771342,2024-04-24,accepted,authoritative_source:true_shorthand_anchored,6454131071fa9311f9c0582c39a702acf07a53aae59282e152b2dcc7619b40db,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:14+08:00
CNINFO-300390-1219770187,2024-04-24,accepted,authoritative_source:true_shorthand_anchored;uncertainty_high:true_shorthand_anchored,100839899dac43ef4b7b8019b6ff4a5ee198d5bbeef8c05cf658179af1e278f6,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:14+08:00
CNINFO-002497-1219832476,2024-04-26,accepted,,e34346479b35b7abbcced14666705f1e23db7c8d5f3005a7c438e20df1e3f148,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:15+08:00
CNINFO-002738-1219841869,2024-04-26,accepted,authoritative_source:true_shorthand_anchored;uncertainty_high:true_shorthand_anchored,84802126533ccf5a65ec5972c5ab42826717109cb2c84c7cc468c69f10eabb94,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:14+08:00
CNINFO-002738-1219841871,2024-04-26,accepted,supply_expansion:unverifiable_true_demoted;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored;uncertainty_high:true_shorthand_anchored,d100c5cbc497e5878966460cba4e8df83bc89fcbafa9333feae7af3774bbaf89,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:15+08:00
CNINFO-002176-1219864608,2024-04-29,accepted,,9de18fdd396e70e5995e5bd6a616e8657de1ef0ec66e7b192bc5710d154d0484,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:16+08:00
CNINFO-002756-1219908495,2024-04-30,accepted,authoritative_source:true_shorthand_anchored;quantitative_evidence:unverifiable_true_demoted;uncertainty_high:true_shorthand_anchored,45b67112b85d394638cefcf74fe11f8b8d5d603037ab0774c87d6d101b566f84,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:16+08:00
CNINFO-002594-1219973138,2024-05-06,accepted,,0e9d08af5fe28ae5842f6614a4adb90486cfcceb9651d5b57316d823fc80650a,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:17+08:00
CNINFO-002460-1219998128,2024-05-08,accepted,uncertainty_high:quote_replaced_by_rule_anchor,8dfa071098667cb39d0455f112253814bf8db572cbfdf10e80ba9e517e8715e4,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:16+08:00
GFEX-WR-20240508,2024-05-08,accepted,warehouse_receipt_increase:true_shorthand_anchored;authoritative_source:true_shorthand_anchored;quantitative_evidence:true_shorthand_anchored,d1f369c25a52d881c9461e67bdbc9a3f8b85e0de8e0496ce56cabfa009e4c334,lithium-v3-deepseek-v4-flash-predicate-v6-conservative,2026-08-14T19:29:16+08:00
